soil_type,soil_pH,temperature,humidity,organic_carbon,sodium,potassium,nitrogen,phosphorus,Soil_Quality,disease_encoded
5,6.37,34.7,37.9,4.68,59.7,175.4,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.89,35.2,20.6,1.05,28.9,154.0,66.01103504928807,53.01400602409639,37.51663243884629,2
5,6.24,28.2,33.6,1.86,68.2,145.3,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.2,31.2,18.4,2.11,54.8,117.0,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.98,31.4,20.4,1.38,37.9,120.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.31,38.1,27.3,2.37,55.1,157.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.3,38.9,16.8,1.56,58.9,74.0,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.43,30.9,30.6,2.11,38.0,119.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.72,36.2,11.7,1.08,57.0,140.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.03,33.2,25.9,0.77,13.1,52.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.39,34.1,13.5,0.66,32.0,121.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.43,32.4,41.1,3.84,32.4,153.4,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.62,30.5,10.8,2.28,53.7,80.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.85,32.3,23.0,2.23,22.3,97.5,66.01103504928807,53.01400602409639,37.51663243884629,2
5,7.28,31.6,33.3,2.21,21.3,187.9,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.58,31.4,39.2,3.64,39.3,244.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.57,31.0,10.4,1.14,33.6,105.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.13,30.8,17.4,2.39,63.9,133.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.27,32.5,46.1,4.97,38.6,216.5,66.01103504928807,53.01400602409639,37.51663243884629,4
5,7.29,29.3,45.0,4.26,65.1,175.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.4,33.9,10.2,2.36,46.0,174.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.26,34.5,15.9,0.83,40.1,129.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.99,30.6,21.0,0.94,24.0,61.7,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.12,31.0,11.7,2.05,71.1,147.7,66.01103504928807,53.01400602409639,37.51663243884629,1
5,7.48,28.7,37.4,4.44,69.3,213.0,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.17,30.6,38.5,4.72,44.6,101.7,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.18,26.2,43.0,4.24,68.1,156.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.45,39.6,10.2,1.47,45.6,102.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.11,39.7,20.5,1.13,28.2,112.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.59,30.8,34.0,2.78,51.0,87.7,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.21,33.8,16.6,2.95,54.9,113.6,66.01103504928807,53.01400602409639,37.51663243884629,2
5,7.03,26.6,48.2,4.47,56.3,192.0,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.73,30.5,10.5,0.88,49.5,65.0,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.44,36.4,31.8,1.94,33.7,65.6,66.01103504928807,53.01400602409639,37.51663243884629,2
5,8.5,40.0,21.1,2.15,72.5,97.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.91,36.1,14.6,1.17,24.3,61.4,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.04,33.2,32.0,2.1,63.8,100.3,66.01103504928807,53.01400602409639,37.51663243884629,2
5,8.26,36.2,24.1,1.32,30.7,108.6,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.94,39.0,17.0,1.77,49.8,138.4,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.29,39.3,19.8,0.76,49.2,99.3,66.01103504928807,53.01400602409639,37.51663243884629,3
5,6.36,25.8,32.6,2.38,26.9,196.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.29,32.7,28.4,1.34,22.0,76.9,66.01103504928807,53.01400602409639,37.51663243884629,2
5,5.68,29.2,24.2,1.41,45.2,129.0,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.13,30.8,27.5,2.38,43.8,158.7,66.01103504928807,53.01400602409639,37.51663243884629,1
5,5.42,33.7,19.7,1.12,28.5,124.7,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.07,34.0,40.2,3.6,42.4,179.9,66.01103504928807,53.01400602409639,37.51663243884629,4
5,7.88,30.2,16.4,1.32,36.0,168.0,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.18,30.0,31.7,3.61,57.3,164.7,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.86,36.5,21.4,1.53,60.3,96.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.37,26.6,33.7,2.86,64.8,112.0,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.48,31.1,18.0,2.45,70.9,98.4,66.01103504928807,53.01400602409639,37.51663243884629,1
5,7.39,30.6,41.4,2.84,29.4,148.6,66.01103504928807,53.01400602409639,37.51663243884629,4
5,5.98,29.1,27.2,1.58,27.7,108.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.5,26.3,31.3,4.97,60.5,138.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.1,34.7,18.2,1.52,71.5,176.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.88,31.8,11.3,1.24,43.7,64.0,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.66,31.6,26.3,2.0,47.9,166.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.88,33.8,19.3,0.8,30.1,73.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.09,39.1,22.5,0.62,35.1,83.5,66.01103504928807,53.01400602409639,37.51663243884629,3
5,6.24,35.3,27.9,1.29,22.5,74.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.14,37.6,27.5,0.84,14.4,134.6,66.01103504928807,53.01400602409639,37.51663243884629,3
5,7.09,29.5,19.6,2.44,52.1,129.4,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.85,31.8,28.2,1.88,53.1,174.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.76,31.1,30.4,4.62,48.3,204.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.23,30.8,42.1,3.27,66.7,238.8,66.01103504928807,53.01400602409639,37.51663243884629,4
5,8.48,38.4,12.5,2.38,55.9,135.0,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.5,33.0,30.1,3.0,46.9,238.0,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.11,29.5,34.5,3.36,28.8,174.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.72,35.8,22.6,0.51,17.1,146.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.17,40.0,20.0,1.1,40.0,71.0,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.88,28.4,24.4,2.13,58.8,105.3,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.8,35.6,13.1,0.68,47.8,87.3,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.91,30.3,13.1,2.07,31.4,94.4,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.52,31.0,26.0,1.27,41.9,80.9,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.21,36.3,22.9,2.34,34.7,149.6,66.01103504928807,53.01400602409639,37.51663243884629,2
5,5.42,30.3,13.6,1.08,45.7,131.7,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.76,35.9,15.4,1.12,32.1,93.6,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.53,31.4,27.4,0.99,42.0,92.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.04,36.3,15.2,1.21,79.2,127.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.03,34.1,32.4,3.73,47.7,197.7,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.02,26.4,48.0,4.62,50.0,199.8,66.01103504928807,53.01400602409639,37.51663243884629,4
5,7.92,33.8,20.4,1.07,66.9,79.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.58,27.9,37.1,4.16,48.3,171.4,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.1,27.1,30.6,2.79,22.6,174.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.16,26.1,31.5,4.18,54.4,165.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.1,34.9,20.4,2.18,24.6,151.7,66.01103504928807,53.01400602409639,37.51663243884629,2
5,5.89,31.9,20.8,1.37,42.3,115.9,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.5,34.9,14.4,1.49,11.6,120.6,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.14,39.2,10.7,1.2,47.0,147.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.29,33.4,36.4,4.49,49.8,134.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.2,33.4,24.5,1.1,57.0,157.0,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.77,36.2,14.7,0.52,10.9,137.5,66.01103504928807,53.01400602409639,37.51663243884629,3
5,6.6,40.0,17.0,1.27,29.2,112.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.27,34.2,18.4,2.11,35.5,109.0,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.73,30.4,10.4,2.48,49.2,144.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.57,30.9,18.4,1.38,28.7,111.3,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.35,34.4,43.0,3.82,31.5,126.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.06,31.5,16.2,2.94,66.4,159.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.26,37.0,13.1,2.22,41.2,129.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.68,36.8,20.3,1.26,67.8,146.2,66.01103504928807,53.01400602409639,37.51663243884629,2
5,6.83,25.9,38.2,3.12,56.2,174.4,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.87,28.8,32.0,1.99,49.6,142.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.13,32.7,27.6,1.3,44.0,136.7,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.39,36.8,22.4,1.25,45.2,137.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.63,33.4,24.9,1.24,71.6,125.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.12,39.8,22.6,1.39,57.0,155.8,66.01103504928807,53.01400602409639,37.51663243884629,1
5,6.08,39.6,16.8,1.13,14.1,143.7,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.1,35.1,16.3,2.16,51.0,64.6,66.01103504928807,53.01400602409639,37.51663243884629,2
5,7.45,32.5,32.6,4.27,21.1,148.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.87,32.5,20.5,2.99,42.6,76.4,66.01103504928807,53.01400602409639,37.51663243884629,2
5,5.44,30.8,23.6,1.15,48.0,65.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.34,34.4,23.0,1.55,40.5,149.4,66.01103504928807,53.01400602409639,37.51663243884629,2
5,5.06,36.5,17.4,1.36,48.7,68.6,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.27,38.4,25.2,1.94,31.6,171.3,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.96,31.2,12.5,1.19,18.0,99.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.77,38.0,16.2,1.68,33.6,113.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.79,36.9,27.2,2.17,54.0,81.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.64,35.0,22.4,2.05,30.5,105.9,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.2,28.3,16.6,1.79,48.4,128.9,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.83,29.0,27.7,2.41,66.8,65.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.74,37.1,26.0,0.84,13.2,139.5,66.01103504928807,53.01400602409639,37.51663243884629,3
5,6.68,31.4,40.5,4.19,23.0,137.1,66.01103504928807,53.01400602409639,37.51663243884629,4
5,5.44,39.8,16.7,0.68,36.3,99.8,66.01103504928807,53.01400602409639,37.51663243884629,3
5,7.73,40.0,29.5,1.98,64.0,77.9,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.43,36.7,29.5,2.49,37.3,97.1,66.01103504928807,53.01400602409639,37.51663243884629,2
5,7.3,30.8,38.8,4.18,63.7,235.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.89,34.1,34.2,3.87,56.7,119.7,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.36,32.4,29.4,0.68,29.7,74.7,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.01,33.6,21.9,1.25,78.5,98.4,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.05,29.3,34.4,1.91,23.7,77.0,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.33,34.3,15.0,1.93,38.4,88.4,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.33,34.7,26.9,1.31,44.7,70.6,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.11,35.3,28.7,0.54,28.1,143.4,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.54,31.5,29.7,2.45,77.6,140.3,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.03,34.9,23.3,0.64,22.3,120.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.45,25.9,43.5,3.33,28.9,203.9,66.01103504928807,53.01400602409639,37.51663243884629,4
5,8.18,35.0,22.4,2.3,31.5,172.4,66.01103504928807,53.01400602409639,37.51663243884629,1
5,7.72,36.6,17.9,1.98,62.9,179.9,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.91,38.7,25.6,1.85,73.9,114.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.62,37.6,26.0,0.94,14.8,104.4,66.01103504928807,53.01400602409639,37.51663243884629,3
5,6.23,32.0,28.9,1.78,31.9,97.3,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.91,31.7,42.4,3.39,63.2,177.9,66.01103504928807,53.01400602409639,37.51663243884629,4
5,7.84,33.8,18.0,1.87,60.4,154.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.91,30.2,13.9,0.51,45.9,74.3,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.87,33.5,12.0,0.99,21.4,80.7,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.81,36.1,24.3,1.41,36.1,89.9,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.79,32.1,32.1,3.7,68.1,172.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.54,36.3,29.0,1.9,74.2,95.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.91,38.4,28.0,1.53,69.0,100.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.84,29.0,27.5,1.9,28.4,133.7,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.69,28.2,27.8,2.21,31.6,99.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.48,26.4,43.9,3.21,55.9,203.9,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.71,35.2,26.6,1.55,24.3,149.4,66.01103504928807,53.01400602409639,37.51663243884629,2
5,5.45,33.5,11.4,1.02,42.0,73.4,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.8,33.3,21.5,1.67,69.7,126.2,66.01103504928807,53.01400602409639,37.51663243884629,2
5,6.43,28.6,26.2,2.92,54.5,80.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.68,32.6,37.0,3.99,66.4,135.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.48,37.3,25.8,2.68,51.2,68.9,66.01103504928807,53.01400602409639,37.51663243884629,2
5,6.65,37.8,24.2,0.54,20.5,86.0,66.01103504928807,53.01400602409639,37.51663243884629,3
5,8.05,33.1,17.9,1.67,55.8,171.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.28,27.1,48.6,2.35,39.0,231.7,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.29,33.0,11.6,1.6,64.7,108.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.64,31.3,27.2,1.42,34.3,126.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.3,29.5,22.4,1.14,26.8,156.3,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.86,33.1,20.1,0.94,35.6,71.6,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.8,28.6,30.6,1.92,69.7,65.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.36,26.4,32.4,2.91,54.6,109.3,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.13,34.2,21.1,2.25,41.3,73.1,66.01103504928807,53.01400602409639,37.51663243884629,2
5,7.69,33.7,18.3,2.24,68.5,71.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.03,27.6,45.2,2.41,30.8,101.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.3,39.6,19.8,1.16,52.7,162.9,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.8,31.2,29.7,1.95,39.7,105.9,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.91,37.9,16.3,1.19,20.2,134.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.96,36.4,23.2,2.34,60.7,77.3,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.97,33.1,28.6,1.08,55.8,67.2,66.01103504928807,53.01400602409639,37.51663243884629,2
5,7.43,32.4,37.1,2.89,58.7,199.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.15,31.6,45.3,2.8,24.1,245.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.12,33.8,14.1,1.18,68.7,140.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.44,36.0,20.9,2.96,49.1,134.8,66.01103504928807,53.01400602409639,37.51663243884629,2
5,5.76,31.4,33.6,1.45,41.6,103.9,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.74,31.2,13.9,2.33,44.3,159.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.42,32.5,25.1,1.69,66.4,155.4,66.01103504928807,53.01400602409639,37.51663243884629,1
5,8.05,39.8,28.7,1.06,36.6,149.9,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.01,38.4,24.7,1.81,55.4,102.7,66.01103504928807,53.01400602409639,37.51663243884629,1
5,6.75,36.4,25.2,0.66,10.4,74.7,66.01103504928807,53.01400602409639,37.51663243884629,3
5,7.6,34.0,26.0,1.31,66.7,137.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.18,30.5,30.1,4.28,57.3,130.4,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.83,31.5,16.1,2.31,48.4,119.3,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.19,33.9,18.3,1.2,34.8,85.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.18,34.8,22.8,0.56,32.5,106.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.3,32.7,26.5,1.75,32.9,106.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.18,30.2,38.8,2.44,41.7,113.3,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.24,40.0,28.7,1.96,61.8,156.4,66.01103504928807,53.01400602409639,37.51663243884629,1
5,6.68,33.8,21.4,1.09,24.5,83.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.25,27.7,40.4,2.9,33.0,164.4,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.87,36.0,24.2,1.97,24.0,132.8,66.01103504928807,53.01400602409639,37.51663243884629,2
5,7.09,32.7,33.2,3.83,57.6,198.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.09,27.8,35.2,2.74,32.5,140.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.17,25.7,39.8,2.1,65.3,120.9,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.52,34.0,30.4,3.99,48.0,240.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.76,37.3,29.6,1.38,39.9,132.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.72,31.5,17.3,1.3,32.5,145.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.17,33.6,44.5,2.2,47.2,112.3,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.83,37.5,32.0,2.34,40.6,125.1,66.01103504928807,53.01400602409639,37.51663243884629,2
5,6.53,36.1,24.2,1.1,30.1,85.9,66.01103504928807,53.01400602409639,37.51663243884629,2
5,7.01,33.2,19.1,2.76,63.5,83.9,66.01103504928807,53.01400602409639,37.51663243884629,2
5,6.54,30.3,11.3,0.96,31.5,99.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.32,33.8,25.5,2.45,56.2,101.6,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.13,38.0,17.9,2.37,37.9,146.5,66.01103504928807,53.01400602409639,37.51663243884629,1
5,6.71,39.1,15.5,1.48,18.1,68.4,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.8,32.4,27.3,1.17,60.2,110.5,66.01103504928807,53.01400602409639,37.51663243884629,2
5,7.48,31.7,42.7,2.5,41.4,124.3,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.79,32.2,47.8,2.24,29.4,228.7,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.42,33.1,19.4,1.32,24.3,99.4,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.26,32.1,46.5,2.3,27.1,152.2,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.8,34.2,22.0,2.68,69.0,123.4,66.01103504928807,53.01400602409639,37.51663243884629,2
5,6.49,31.9,31.4,2.52,31.4,225.6,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.04,30.1,36.1,2.64,35.2,198.0,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.27,37.9,23.3,1.39,63.5,131.6,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.42,36.6,25.9,1.76,25.5,102.3,66.01103504928807,53.01400602409639,37.51663243884629,2
5,6.84,32.8,27.2,0.79,40.2,130.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.09,28.0,46.6,2.84,25.6,205.6,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.36,25.1,39.4,2.9,34.9,145.0,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.81,38.5,23.4,1.09,17.4,57.9,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.07,35.8,29.9,1.36,12.5,133.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.14,34.1,43.4,4.49,48.6,177.6,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.65,32.7,42.0,4.68,50.4,194.7,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.97,33.1,17.1,1.77,52.6,155.1,66.01103504928807,53.01400602409639,37.51663243884629,2
5,8.01,36.3,11.4,1.38,53.6,75.0,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.44,31.3,24.6,1.39,34.0,80.7,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.01,27.2,30.7,2.32,60.1,185.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.4,29.0,31.7,3.85,37.3,176.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.4,39.9,12.6,0.77,26.9,91.1,66.01103504928807,53.01400602409639,37.51663243884629,3
5,6.22,33.1,26.5,1.46,10.1,113.6,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.62,34.0,28.7,1.23,42.8,96.9,66.01103504928807,53.01400602409639,37.51663243884629,2
5,6.5,30.7,11.6,0.85,36.7,117.9,66.01103504928807,53.01400602409639,37.51663243884629,0
5,5.02,36.4,28.3,1.11,39.0,62.1,66.01103504928807,53.01400602409639,37.51663243884629,0
5,8.03,31.4,10.2,1.63,54.3,133.5,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.12,33.4,24.6,1.15,37.7,93.0,66.01103504928807,53.01400602409639,37.51663243884629,0
5,7.81,37.9,18.9,2.2,72.9,170.8,66.01103504928807,53.01400602409639,37.51663243884629,0
5,6.16,33.7,22.0,1.21,25.0,66.7,66.01103504928807,53.01400602409639,37.51663243884629,0
